STATION,LATITUDE,LONGITUDE,trend
BR000838021,-8.61,-38.58,-0.02564137158499533
BR036985670,-9.75,-45.67,-0.08521790411272318
UY000001094,-30.77,-57.03,-0.0010398710106408646
BR036995960,-9.78,-45.03,-0.02361182640685746
BR037942370,-9.61,-42.85,-0.022649857044266985
BR002048093,-20.76,-48.66,-0.0023033327313458315
BR002554026,-25.18,-54.13,-0.050443510737628386
BR001844017,-18.37,-44.44,0.012692245876913186
BR000261000,-2.02,-61.54,0.1076043745250448
BR038071950,-5.07,-36.03,-0.007073844030365769
BR003053021,-30.14,-53.16,0.05466625142738509
BR000764003,-7.25,-64.23,-8.804675231058402E-4
BR002548059,-25.45,-48.7,0.10141559283190188
BR002153004,-20.98,-53.64,0.19610932580257728
BR047686110,-13.3,-40.95,-0.003412931154866638
BR000266003,-2.1,-66.45,-0.4151184360730594
BR000537008,-5.59,-37.68,-0.0014094341773790234
BR001941008,-19.9,-41.06,-0.004822666615102145
BR001843000,-18.64,-43.97,-0.005551997498939281
BR001941000,-19.8,-41.71,-0.001966872433334673
BR027588340,-2.9,-40.83,-3.044944932617616E-4
BR002550003,-25.2,-50.15,0.011755276925482052
BR002043026,-20.85,-43.24,0.016207234627408862
VE000003400,8.88,-67.32,-0.011725483998857752
BR002048033,-21.0,-48.02,0.006739390676659962
EC000000124,-0.92,-79.22,-0.021476507658049242
BR001557001,-15.08,-57.18,-0.005598042485245383
BR001539022,-15.43,-39.49,-0.00565995394762517
BR002848006,-28.1,-48.92,-0.03576613150248548
BR048045880,-10.27,-37.57,-0.026147704590818367
BR047414150,-12.23,-44.42,-0.008158389527404325
BR001650002,-16.32,-50.91,0.02495141889891659
BR038121080,-5.57,-38.97,-0.0028792217935670176
BR038253740,-6.15,-37.13,0.01108556422731527
BR048116190,-10.82,-39.43,0.007090113803018949
BR037050850,-5.02,-42.08,0.02103621910385195
BR048441550,-12.07,-37.72,0.055866189727631445
BR002549001,-25.55,-49.88,0.02287671232876711
BR037109230,-5.98,-44.9,0.125882207135613
BR038598740,-7.9,-35.13,0.035866301889735115
ARM00087563,-36.067,-59.1,0.10875283446712018
BR000645003,-6.84,-45.11,0.08265140591204038
BR002750001,-27.9,-50.75,0.08528594369397065
BR001251001,-12.94,-51.83,0.0712277222442885
BR038709220,-8.97,-39.9,0.013574455785102992
BR002146080,-21.29,-46.8,0.027069456381607144
BR002346398,-23.65,-46.78,0.08209862817858553
BR000968003,-9.32,-68.72,-0.11260165137996297
BR002142017,-21.93,-42.73,0.2094294336281123
AR000087418,-32.833,-68.783,0.0022591991341991344
BR000735009,-7.03,-35.47,1.570990480833318E-4
BR001841001,-18.57,-41.92,-3.3980825673138684E-4
BR038163820,-5.67,-36.6,-1.0842142574174832E-4
BR028832560,-4.13,-38.23,-0.008386092934560602
BR047851050,-14.07,-42.48,2.974258970087958E-4
BR038834410,-9.34,-38.26,1.395178671568678E-4
BR047294970,-11.2,-40.02,0.0017575257583315595
BR057324290,-16.717,-43.867,0.005350422255340288
BR038853160,-9.18,-37.43,3.2454403027859273E-6
BR001840002,-18.52,-40.32,-0.024768495242363336
BR047728920,-13.92,-43.55,0.001349116557282016
BR000840010,-8.62,-40.0,0.0021251298946355526
BR002241002,-22.11,-41.47,-0.048202085317314965
UY000001617,-32.11,-54.67,-0.0022278361463754725
BR038597080,-7.87,-35.47,0.012961060815789478
BR002242006,-22.48,-42.09,0.010176681195516811
COM00080063,8.824,-75.826,-0.020189757192409712
BR003052011,-30.42,-52.07,0.009003308519437559
BR001741003,-17.49,-41.24,0.040353529858281056
UY000001379,-31.47,-56.07,0.006175197351667942
BR038237440,-6.35,-38.28,0.025984790472580822
BR038157320,-5.87,-37.35,-0.012553254147442818
BR026792320,-3.62,-45.35,0.06736665239408803
BR037088160,-5.43,-40.93,-0.021003264238491897
BR002854012,-28.79,-54.45,0.049226574918274514
BR002244066,-22.05,-44.08,-0.0038551859099804297
BR000766001,-7.72,-66.98,0.006983475086547298
BR038765760,-8.78,-36.63,0.0218136220639411
BR000466001,-4.84,-66.85,0.0298906132823755
BR001558000,-15.25,-58.11,0.10302956310986913
BR001951004,-19.23,-51.88,0.054072820988860654
BR038795840,-8.75,-35.08,-0.047883179317995316
BR002849028,-28.43,-49.18,-0.05504330872493562
BR000247006,-2.95,-47.81,0.3255400947491132
BR001739022,-17.25,-39.62,-0.08007839277670059
BRM00082900,-8.05,-34.917,-0.17853260869565218
BR002749002,-27.4,-49.61,-0.0031520793469065334
VE000080423,10.583,-62.317,0.03833979328165374
BR002145008,-21.87,-45.26,-5.024065995473938E-4
VE000000795,11.03,-64.28,0.0021605048213224048
BR002143022,-21.5,-43.15,-0.020055488591898114
BR001539016,-15.15,-39.77,-0.017839331700270085
BR002753016,-27.5,-53.68,-0.024696126391454097
BR047598580,-12.92,-40.22,-0.03822270700330436
BR038311060,-6.58,-39.48,-0.028290151065862742
BR037351580,-6.57,-42.22,0.0438164037733674
BR037796620,-8.82,-40.2,-0.005720643605215805
BR001555000,-15.41,-55.3,0.031341082741248444
BR038701240,-8.55,-39.88,-0.012585027069644181
BR038583990,-7.68,-35.52,0.021669928245270715
BR038726490,-8.85,-38.77,0.009009153691256136
BR002652035,-26.12,-52.68,0.0483697829047505
BR002652015,-26.28,-52.33,0.023602179203237365
BR047172150,-10.62,-41.43,-0.035953448809155596
BR001158003,-11.78,-58.07,-0.29795356158992525
BR000357001,-3.4,-57.72,0.01794395394347609
BR002145016,-21.37,-45.5,-0.10917608032992648
BR002049072,-20.28,-49.2,0.7475598609041232
BR028704460,-3.73,-39.78,-0.003946980981533053
BR002144005,-21.32,-44.87,0.004045251808902162
BR002349005,-23.08,-49.74,0.006495655314297162
BR038831420,-9.07,-38.3,0.0029377504426428107
BR002143013,-21.9,-43.04,6.03991460324548E-5
BR048044440,-10.2,-37.78,0.0018021371981858506
BR001648001,-16.08,-48.51,-0.03897725307262474
BR000343003,-3.46,-43.9,0.017062812522452696
BR028929260,-4.98,-38.88,-0.013550376564075196
BR000747001,-7.71,-47.31,-0.008980737663243222
BR028939590,-4.98,-38.22,-0.021591869593424552
BR038821180,-9.07,-38.9,-4.134317349466426E-4
BR000749000,-7.66,-49.06,-0.00715034952772469
BR001653004,-16.94,-53.53,0.008038311783169494
BR002055003,-20.29,-55.44,0.012450994508766995
ARM00087880,-48.783,-70.167,-0.006838213546288081
BR057235840,-16.25,-43.08,-0.08884213537275681
BR038594060,-7.73,-35.48,0.09817211193319172
BR002243003,-22.16,-43.28,-0.0020718439964637282
BR000536035,-5.63,-36.92,0.11895413018401248
BR002448031,-24.68,-48.98,-0.0337969890371637
BR002243250,-22.9,-43.87,0.07923362786376487
BR001755002,-17.0,-55.2,0.025056881709500583
BR001848002,-18.58,-48.7,0.44971455787250036
BR000937013,-9.39,-37.99,2.0927925912279338E-5
BR001943008,-19.44,-43.12,-0.014149412591270562
BR001645000,-16.37,-45.08,0.0019224960361422794
BR037041380,-5.07,-42.82,-0.0055390261117713386
BR000442010,-4.17,-42.89,0.014562944283889361
VE000002099,8.967,-71.933,0.0012947322929351699
BR001246000,-12.1,-46.48,-0.011787665114475317
BR048306170,-11.8,-39.92,3.008199847444719E-4
BR038382460,-6.63,-35.78,0.018021543177886238
BR048303320,-11.66,-39.79,-0.04809801845732681
BR038503460,-7.68,-39.78,-0.0035326613684822663
BR000447001,-4.29,-47.56,0.03810742187051613
BR057310930,-16.53,-44.05,-0.07822898814518893
BR001744008,-17.25,-44.48,0.01822990311599895
BR002047104,-20.69,-47.55,-0.25000867092119866
BR038335880,-6.77,-38.07,0.069390070477027
BR000361000,-3.89,-61.37,0.19583818379267295
BR001956002,-19.57,-56.2,-0.0429381486533614
BR047810630,-14.03,-44.2,-0.04947092544029817
BR038496040,-7.3,-35.48,0.04548471799756301
BR047433190,-12.18,-43.42,0.18880812385370588
BR036190520,-5.5,-45.267,-0.0014250047107593742
BR000438061,-4.66,-38.94,0.32499307040468833
BR047873570,-14.15,-41.22,0.16952239819702997
UY000086565,-34.483,-54.3,0.026640563933767902
BR038975830,-9.78,-36.1,-0.003906483378141937
BR048018360,-10.433,-39.3,9.704493078142536E-6
VEM00080403,11.415,-69.681,0.013773661047405848
BR002749012,-28.0,-49.11,0.005217524387484861
BR047772360,-13.63,-41.33,0.00766011441328618
BR038410460,-7.03,-39.28,0.0062510483645513
BR038312390,-6.63,-39.32,-0.006335968154918803
BR002345071,-23.37,-45.9,0.007812965861657726
BR002047032,-21.0,-47.66,-0.010195649960447063
BR001840016,-18.49,-40.46,0.020667738796365385
BR028926790,-4.83,-38.62,-0.021905947933345195
BR003053019,-30.0,-53.93,-0.020639215282072413
BR037715220,-8.77,-44.4,-0.0054418085388901445
BR001654001,-16.67,-54.26,0.019591900035448428
BR037532940,-7.6,-43.03,-0.012519989928478591
BR037412350,-7.12,-44.33,-0.032365173044148626
BR027899990,-4.48,-40.02,0.02472850583920762
BR037378370,-6.9,-41.32,0.009460959730440976
BR000165000,-1.82,-65.35,0.0818324005502478
BR048620770,-13.0,-38.62,0.21907931199235547
BR002551000,-25.45,-51.45,-0.0014155251141552583
BR001954007,-19.41,-54.49,0.023412293988141833
BR038692850,-8.12,-35.08,-0.04677309279876335
BR000655002,-6.97,-56.47,-0.4053164536271209
BR001853003,-18.25,-53.1,0.22177581022385562
BR037081150,-5.07,-40.93,0.01115972103882115
BR038647760,-8.38,-37.63,-3.0896850094180975E-4
BR047356880,-11.82,-42.07,-0.017429566165761152
BR027782380,-3.62,-40.82,-0.014584638895743515
BR038348770,-6.9,-37.62,0.003528688370510053
BR048432220,-12.13,-38.42,-0.006083310288850984
BR001748001,-17.97,-48.18,0.03235179886532353
EC000000026,-0.49,-79.36,-0.014057628719886629
BR038410060,-7.03,-39.48,-0.019822405111267528
BR038750620,-8.52,-37.2,0.014649608816375477
BR002850006,-28.45,-50.3,0.012149884445507565
BR047551870,-12.55,-42.07,-0.05005357543870905
BR002354001,-23.68,-54.56,0.024932074439626598
BR002648019,-26.75,-48.7,0.055335247277491194
BR057328590,-16.93,-43.72,-0.09635238707250557
BR038905740,-9.74,-39.63,9.147723685947317E-4
BR000643013,-6.76,-43.03,0.033798907690930254
BR037262450,-6.12,-41.78,-0.01711099766489879
BR048241560,-11.07,-37.73,0.0033962713354333124
BR037835390,-9.283,-43.333,0.020389740331601614
BR001744020,-17.07,-44.8,-0.12184009679821295
BR001842021,-18.95,-42.36,0.07608927033345639
BR001544016,-15.52,-44.75,-0.008377868399654894
BR000971000,-9.43,-71.88,0.1350685201616879
BR038049980,-5.47,-37.52,-0.005061152290857071
BOM00026643,55.367,27.467,0.0033638525721001204
ARM00087311,-31.571,-68.418,0.0073325340892029245
ARM00087328,-31.945,-65.146,0.02843547752113671
BR002246033,-22.88,-46.63,0.010189349584841387
BR002140000,-21.01,-40.84,-0.009160368932319002
BR001843003,-18.11,-43.52,-0.005733228478425931
BR047965540,-14.75,-41.73,-0.003954544089514929
BR038113660,-5.68,-39.18,0.006393338570795985
BR002044002,-20.07,-44.57,0.007789219405225815
BR047845560,-14.28,-42.73,-0.00258383458523501
BR003153007,-31.74,-53.59,-0.011699848493366475
BR000444001,-4.16,-44.17,0.04104946922187576
VE000000883,11.05,-63.92,-0.024010676000423326
BR001742014,-17.69,-42.52,-0.028955287137105313
BR058014140,-15.19,-39.44,-0.06540548115923903
BR038679560,-8.48,-36.23,-0.02529028049575995
BR002154000,-21.65,-54.42,-0.042683492428245685
BR048154660,-10.73,-37.18,-0.02978813410361273
BR047944430,-14.74,-42.82,-0.0033977849627045533
BR048013630,-10.18,-39.2,-0.04198773939114573
AR000000009,-31.0,-57.9,0.0878061861960754
BR037887250,-9.3,-40.82,-0.025332539209847127
BR037621710,-8.05,-43.65,-0.08361862477407445
BR001947019,-19.07,-47.93,-0.16875940770819478
BR001538000,-15.667,-38.95,-0.008815513626834385
BR038662930,-8.13,-36.55,0.02061560627824685
BR000147006,-1.57,-47.1,0.17599307341134485
BR001156001,-11.71,-55.46,-0.17776796664213887
BR000862000,-8.93,-62.05,-0.11645002336349349
BR002852050,-28.46,-52.82,0.18296623955639044
BR002143031,-21.35,-43.2,0.3008114885688506
BRM00083358,-15.833,-54.383,-0.019066666666666666
BRM00082723,-7.25,-64.833,0.10459910459910461
BR037897030,-9.383,-40.483,-0.0017654923614494505
BR038013670,-5.15,-39.17,-0.0025606836575755134
BR038094070,-5.2,-35.47,0.0037465884627029137
BR002041001,-20.77,-41.68,-0.0015794417640250021
BR002041012,-20.45,-41.4,0.014508797336147947
BR037890990,-9.03,-40.02,0.002769168849523668
BR047099660,-10.45,-40.18,-0.012969154443485764
BR038146060,-5.83,-37.98,-0.0104811091471498
BR000941008,-9.67,-41.3,0.0017944321696862571
BR002955007,-29.05,-55.15,0.050331610233414294
BR037843930,-9.18,-42.55,-0.05361480885602386
BR037495020,-7.27,-40.5,-0.039384915263414366
BR000966000,-9.76,-66.61,0.031455795496493154
BR001548001,-15.06,-48.16,0.003666150723570418
AR000000005,-30.03,-57.82,0.06703100810376042
BR046091870,-10.05,-45.07,-0.08694111625916272
BR038506140,-7.8,-39.93,0.010460772104607722
