STATION,LATITUDE,LONGITUDE,trend
BR002650000,-26.37,-50.29,0.058561643835616434
BR001847005,-18.45,-47.67,4.344085642642754E-4
BR000745005,-7.37,-45.61,-0.011037702942668703
BR057047290,-15.38,-42.87,-0.028874835259649744
BR037025350,-5.27,-43.83,0.10937289073935037
BR047738180,-13.92,-43.42,-0.26699361313868614
BR001744011,-17.37,-44.95,-0.2806773427074179
BRM00083618,-20.783,-51.7,0.010416666666666666
BR000254000,-2.433,-54.717,-0.02839940323955669
ARM00087436,-33.273,-66.356,0.0014794609778935798
AR000875440,-35.867,-61.9,0.0455331930941687
BR037450750,-7.02,-42.13,-0.001073760706717999
VEM00080447,7.841,-72.44,-0.017669753086419746
BR002247055,-22.71,-46.99,0.01693025561446614
BR003151003,-31.37,-51.99,0.008205769370152933
BR048106880,-10.83,-39.6,-0.003074271666265381
BR000065001,-0.417,-65.0,-0.02213397230346382
BR038813910,-9.17,-39.06,0.013552511415525112
BR001549000,-15.31,-49.55,-0.033212725828866384
BR038723480,-8.67,-38.77,0.00831186879429881
BR048011060,-10.11,-39.49,0.0030688518229565146
BR000366000,-3.64,-66.1,-0.06426688189400057
BR037421990,-7.08,-43.52,0.026785259339907427
BR002156002,-21.51,-56.7,0.022425533999608064
BR002043016,-20.1,-43.8,-0.02877957583815964
BR002649054,-26.53,-49.84,0.03165525114155251
BR002748023,-27.72,-48.5,0.0268161283308773
UY000002095,-33.18,-58.21,-0.2332803062636609
BRM00082326,-3.833,-62.083,-0.25
BRM00082445,-4.267,-55.983,2.5
BOM00026938,52.717,25.35,0.005665487642015212
BR028821880,-4.07,-38.57,0.0027635204281097185
BR002040005,-20.78,-40.83,-0.015044620521965004
BR002242004,-22.36,-42.38,-0.0018064557751446223
BR001740002,-17.92,-40.3,-0.018631124099259416
ARM00087904,-50.267,-72.05,0.028294756168961356
BR000066000,-0.29,-66.15,0.009633955471406058
BR048028490,-10.43,-38.77,-0.0312933641700765
BR027763170,-3.65,-41.92,0.008287144246975164
BR027825110,-4.25,-43.95,0.02381403926731659
BR002055002,-20.45,-55.43,-0.014899222288384851
VE000080405,11.8,-66.183,0.3509092699579832
BR001848001,-18.883,-48.217,-0.03314853314853315
BR008361005,3.76,-61.72,-0.05836788956993555
BR002245032,-22.783,-45.2,-0.011587003653861375
ARM00087178,-27.386,-55.971,0.0025746534843866797
BR002749000,-27.04,-49.4,0.001431010464120157
BR002144002,-21.12,-44.23,-0.0032549780769921656
BR002346099,-23.42,-46.02,0.006691828904593004
BR038161230,-5.58,-36.9,0.0047157187955707254
BR038500580,-7.52,-39.72,-0.0031186342853535593
BR003152011,-31.0,-52.05,-1.5056619715976473E-4
BR002353002,-23.92,-53.13,0.010829730573842233
BR001645002,-16.28,-45.41,0.00434710955590193
BR008250003,2.067,-50.85,0.015409305759418448
BR001855000,-18.35,-55.85,0.009890571815755178
BR000760000,-7.25,-60.4,0.055136962889710504
BR000940025,-9.49,-40.2,0.0017921923222697469
BR038769670,-8.95,-36.67,0.03206428274921426
BR047365250,-11.77,-41.88,-0.018487693403084222
BR002148168,-21.98,-48.25,-0.023124098124098113
BR002146019,-21.35,-46.17,-0.04125810919477358
BR048067420,-10.35,-36.8,-0.02446567668163155
BR027797690,-3.88,-40.17,-0.02187264790004516
BR001857003,-18.39,-57.39,0.01804363351533163
BR000167000,-1.63,-67.67,0.18323296670482256
BR000249003,-2.79,-49.67,0.46484463276836163
BR058215950,-16.27,-39.03,0.14702307300933576
BR000060000,-0.86,-60.52,0.09966011406860747
BR002649068,-26.44,-49.06,0.25149827024827026
BR001351000,-14.09,-51.7,9.636404603916818E-4
BR058104930,-15.73,-39.55,-0.1466580926339478
BR002950062,-29.9,-50.63,0.046081046460810515
BOM00026666,55.167,30.217,0.004657553616846305
PE000084455,-6.5,-76.367,0.0067384906223699
BR047283980,-11.17,-40.52,0.002100304326034397
BR002850008,-28.21,-50.76,0.010056313229471635
BR047757610,-13.85,-42.2,0.005436383643943974
BR038273530,-6.18,-36.25,0.0011671348721364648
BR002148051,-21.01,-48.22,-0.01622802315608919
BR038011960,-5.08,-39.03,0.0014716870558933411
BR000338014,-3.67,-38.98,0.021881117388924454
BR001839003,-18.1,-39.89,-0.004709515087800037
BR047341520,-11.57,-42.75,0.007221646649527402
BR038452890,-7.13,-37.07,0.021371782127444713
BR001149001,-11.8,-49.53,-0.121968243791111
BR047187630,-10.89,-40.7,-0.00840834964122635
BR001748014,-17.3,-48.27,-0.2174631813647832
BR048323020,-11.67,-39.0,-0.017670305982777017
BR002552000,-25.47,-52.9,0.017123287671232865
BR002047101,-20.51,-47.25,-0.07451969933844912
BR038504780,-7.72,-39.62,-0.011683864081124354
BR057129340,-15.95,-43.83,-0.046597817548413516
BR008351002,3.81,-51.86,0.14237346725477712
BR000153000,-1.8,-53.48,0.11246359362458434
BR000661001,-6.36,-61.77,0.007332640983795713
BR038393450,-6.67,-35.28,-0.024210662525879917
BR000465000,-4.29,-65.2,0.017067225298381283
BR056178920,-15.9,-46.05,-0.385444610034774
BR002651044,-26.6,-51.12,-0.09687562253184444
BR002144001,-21.95,-44.19,5.884566423544681E-4
BR001843002,-18.47,-43.74,-0.007926071189553466
BR001940005,-19.69,-40.4,-0.008128140123393513
BR038320890,-6.53,-38.57,-0.0021376366814357135
BR038196570,-5.767,-35.2,-0.008715662825251866
BR038204210,-6.2,-39.9,-0.001815242682058491
VEM00080444,8.122,-63.537,0.03039007393558256
BR047950570,-14.5,-42.22,-0.0061048879297369366
BR001846015,-17.99,-46.91,0.009355381270965685
BR000148003,-1.3,-48.17,0.024971902986901013
BR001439000,-14.63,-39.12,-0.008367993422643515
BR027875440,-4.25,-41.28,0.0077720053963219815
BR037431990,-7.08,-43.02,-0.0017548066386660754
BR001641004,-16.52,-41.33,0.0022699861764405626
BR038554320,-7.72,-37.35,-0.0526984457190407
BR000359001,-3.88,-59.09,0.04866634543377003
BR001557003,-15.64,-57.47,0.0776250523315179
BR001752000,-17.57,-52.78,0.11083315831080576
BR038927230,-9.88,-38.9,0.021637448590196902
BR000253000,-1.18,-53.6,0.15109616955254537
BR001643019,-16.77,-43.7,0.11013862147877305
BR038325590,-6.78,-38.72,0.0060931899641577065
BR037657520,-8.35,-42.25,-0.010099758546193926
BR002042011,-20.23,-42.65,-0.0022170087907840983
BR002345076,-23.63,-45.96,0.007299428713363138
VE000080462,4.6,-61.117,-0.06489177489177489
BR028826010,-4.3,-39.0,0.00719676810636865
BR002449008,-24.82,-49.27,0.0034895110975451823
BR038174510,-5.7,-36.25,0.007393123499283941
VE000002204,9.92,-69.63,0.0037460095199094694
BR003051017,-30.77,-51.66,0.005622334938843855
BR038036950,-5.32,-38.03,-0.022004439872218316
BR002044047,-20.02,-44.47,0.04069306868607907
BR038243440,-6.15,-37.78,0.007999408274869859
BR038362540,-6.6,-36.73,0.008444168993603183
BR028718890,-3.93,-39.07,-0.005625353174317285
BR047004750,-10.22,-44.63,-0.12073664040877155
BR038288750,-6.42,-35.63,0.022913408682329772
BR037894230,-9.23,-40.4,-0.007069826143679628
UY000001035,-30.4,-56.58,0.01929111893010148
BR047142840,-10.62,-42.6,0.013682526150556845
BR057497540,-17.37,-40.23,0.04591868978212011
BR001742019,-17.99,-42.39,0.009568171530907443
BR000352005,-3.62,-52.54,0.07502016884419682
BR001845027,-17.96,-45.1,0.11618431733586759
BR002044054,-20.09,-44.43,2.1112688126806873E-4
BR037335990,-6.78,-43.02,-0.008759717530587055
BR000357003,-3.9,-57.5,0.013651004678401968
VEM00080410,10.043,-69.359,-0.0032165170632793127
BR048069710,-10.45,-36.65,-6.738341380592688E-4
BR002040000,-20.36,-40.66,-0.014438007859892656
BR002649013,-26.42,-49.29,0.008923411328474618
BR038635060,-8.28,-38.48,0.004398607205442421
BR002955002,-29.2,-55.47,0.03865176729400868
PEM00084474,-7.169,-76.729,0.1316644265232975
BR047945680,-14.77,-42.67,0.016640147422929283
BR002148050,-21.05,-48.16,0.00590323976851926
BR003253004,-32.03,-53.4,0.017776300688750975
BR001747000,-17.0,-47.2,0.004981299536848634
BR001644028,-16.7,-44.12,-0.04373969200198708
BR001756000,-17.06,-56.59,0.016164785812989406
BR002650019,-26.93,-50.69,0.09428292365898958
BR027663290,-3.18,-41.87,-0.04105437941054379
BR038842560,-9.13,-37.73,-0.05789954337899543
BR003051016,-30.87,-51.79,-0.006762295081967221
BR047353340,-11.65,-42.33,-0.05762684982668866
BR038773380,-8.67,-36.32,0.02597888674690831
BR002950056,-29.25,-50.07,-0.07149573384340949
BR036866610,-9.3,-46.7,0.12114023319481254
BR002355002,-23.65,-55.39,0.05272442396313364
BR002253016,-22.72,-53.17,0.042390866634595126
BR001352000,-13.88,-52.41,0.059484302497550545
BR000454001,-3.97,-54.64,0.09715249617240862
BR000156000,-1.13,-56.05,0.15227162210093936
BR000537037,-5.22,-37.36,0.13008286908559658
BR008051011,0.34,-51.75,0.47400180516781765
BR001058002,-9.86,-58.25,0.2823847457627119
UY000001565,-32.07,-55.66,-0.35930735930735924
BOM00026832,53.85,25.317,7.535796973622555E-4
AR000000011,-30.267,-57.65,0.04910400973190474
BR002750010,-27.16,-50.47,0.027651988108509846
BR001137041,-11.6,-37.95,-0.006890746149855378
BR001746001,-17.03,-46.01,0.0032026247672676082
BR001556001,-15.77,-56.35,0.02752600355170462
VE000009404,3.93,-67.13,0.07087699003174194
BR028838360,-4.43,-38.33,0.007243053640903102
UY000001686,-32.34,-56.54,-6.942401740348611E-4
BR000147008,-1.68,-47.77,0.12039264777723495
BR038568280,-7.92,-36.87,0.012167750851491172
BR028823210,-4.15,-38.9,0.021259181311717175
BR047213760,-11.18,-44.13,0.0055090026345657565
BR001648003,-16.97,-48.95,0.00523944997629208
BR001947009,-19.54,-47.45,0.011298829039812653
BR047099650,-10.467,-40.183,-0.013718140929535234
BR000543011,-5.97,-43.42,0.11478855334163554
BR058514530,-17.733,-39.25,0.0652226573539505
BR038882560,-9.13,-35.73,-0.05258334052583342
BR026289580,-1.47,-45.72,1.8851958370014357
BR047611610,-13.05,-44.2,-0.19924851718329978
BR028711090,-3.58,-39.47,0.10658776786050536
UY000001523,-31.97,-55.67,-0.3377525252525253
BR038295620,-6.27,-35.2,0.24056131615420154
BR002040016,-20.33,-40.28,-0.26835667936965707
ARM00087823,-42.733,-65.067,-0.5208333333333334
BOM00026701,54.65,19.9,-0.0021880566373818798
BR048255120,-11.27,-37.45,0.008077199516289924
BR028916770,-4.8,-39.12,0.0011459559261772882
BR047418510,-12.4,-44.25,-0.012468479504193565
BR028826260,-4.33,-38.88,-9.983480122655573E-4
BR001944024,-19.24,-44.12,0.013845271391772024
BR028701750,-3.57,-39.63,-0.012944275914818292
BR002244065,-22.17,-44.64,0.0033678841871067427
BR001639000,-16.26,-39.58,0.008725269071263198
BR000644012,-6.01,-44.34,0.007070652540657261
BR002050022,-20.48,-50.42,0.030482289690069577
BR002245084,-22.57,-45.88,0.0027529390779272686
BR048345070,-11.75,-37.97,0.05523784995045066
BR037642120,-8.12,-42.95,-0.026313162098026234
BR048249490,-11.48,-37.77,0.008874501486264253
BR038688680,-8.42,-35.67,-0.04596868884540118
BR001649007,-16.03,-49.8,-0.010739875570131669
BR001062002,-10.24,-62.63,-0.042580368394240786
BR026682750,-3.12,-45.63,0.4082897403975836
BR001145005,-11.89,-45.61,-0.048715753424657504
UY000001864,-32.75,-56.15,-0.3159323116219668
BR000867002,-8.53,-67.42,0.816364734299517
BR038725080,-8.77,-38.97,-0.006325132792843164
BR001940010,-19.95,-40.55,0.0047218678666099715
BR002045002,-20.18,-45.7,5.71687345226889E-4
BR037973930,-9.88,-41.07,-0.006326542650220262
BR037783080,-8.67,-40.97,-3.480632789037645E-5
BR038872350,-9.12,-36.33,-0.005680854277918146
BR047663440,-13.15,-41.78,-0.010802173592314543
BR038364490,-6.73,-36.77,0.006331838741430471
BR002552009,-25.42,-52.42,2.4032162001189997E-4
BR002753015,-27.91,-53.31,-0.01996377215112235
BR003057002,-30.21,-57.55,-0.011339933336128462
BR047389080,-11.97,-40.97,-0.11238400124790834
BR047230350,-11.11,-43.29,-0.0650189649227297
BR057193910,-15.65,-40.05,-0.08481387614556264
UY000001021,-30.3,-56.8,0.0578907634479525
BR048119630,-11.0,-39.25,-0.024663041502251022
BR001063000,-10.51,-63.65,-0.21141830580252008
BR000645002,-5.99,-45.4,0.04134890257472852
BR000845005,-8.82,-45.97,0.05352046640574038
BR001740007,-17.43,-40.05,-0.012083684788998806
BR002649036,-26.12,-49.0,-0.3750352751214077
BR001847008,-18.47,-47.19,0.09263499581487458
BR001943036,-19.3,-43.93,-0.05229710820895517
BRM00082191,-1.45,-48.467,0.09077040427154844
BRM00083766,-23.383,-51.183,0.37083333333333335
CO000080001,12.583,-81.717,-0.003606230502419939
BR038468940,-7.4,-36.53,9.721440336940431E-4
BR048515180,-12.77,-39.42,-0.0018292846483626978
BR028818380,-4.42,-39.32,6.954380921824463E-4
BR001641002,-16.43,-41.01,-0.009648723356661237
BR038808460,-9.44,-39.78,-4.838708331420895E-4
BR002748003,-27.49,-48.99,0.002633943164020592
GYW00010502,6.498553,-58.254119,0.003586454786762739
BR002143018,-21.47,-43.12,-0.0015887706605960002
BR038118480,-5.92,-39.27,-0.004160312802215352
COM00080099,7.069,-70.737,0.006423255519534834
BR002042016,-20.68,-42.81,0.007637489452069727
UY000001650,-32.22,-54.67,0.006475468975468975
BR047053160,-10.18,-42.43,0.006022909800529185
BR000968001,-9.03,-68.57,0.05094640605296343
BR038732250,-8.62,-38.38,0.030653978105134632
BR037148560,-5.93,-42.73,-0.04154116679429364
BR002749037,-27.68,-49.37,-0.01744407196713171
BR047684850,-13.22,-40.58,-0.04617159336697909
BR002649061,-26.9,-49.67,0.06884443662775809
BR038691250,-8.07,-35.38,0.014148718600007007
BR000537036,-5.45,-37.51,0.058763257263651884
BR048522780,-12.62,-38.62,0.05699601778033152
BR002048041,-20.13,-48.7,-0.3437354561819459
BR038304080,-6.72,-39.97,-0.12231998856746218
BR002040040,-20.0,-40.0,0.22524031476997583
BR000869000,-8.88,-69.27,0.3515371508235658
BR001444001,-14.42,-44.48,0.006072471490113957
BR038364110,-6.7,-36.95,0.001719601065365335
BR001943003,-19.25,-43.01,0.0023045329492934266
BR046390890,-11.53,-45.07,-0.006444785676336255
BR048072680,-10.12,-36.17,-0.01814535307733773
BR002144019,-21.74,-44.31,0.003391449278356751
BR000735067,-7.94,-35.63,0.009172795839307458
BR002956005,-29.12,-56.56,0.013696213469581723
BR002146027,-21.28,-46.36,-0.00862996402379964
BR001848006,-18.6,-48.69,-0.05107032210857348
BR002045012,-20.46,-45.94,0.0027729813720062156
BR048001610,-9.92,-39.7,-0.002001136291900764
BR047855480,-14.27,-42.26,-0.020178097950918177
BRM00082361,-3.786,-49.72,0.037289915966386554
BR001346004,-13.04,-46.78,-0.015360562254066457
BR001640002,-16.18,-40.72,-0.03031509280679984
BR001558001,-15.47,-57.89,-6.057722628221811E-4
BR027618310,-3.4,-44.35,0.046774897442611506
BR057174340,-15.7,-41.33,0.06426614481409001
BR002048003,-20.17,-48.02,-0.013731985046432693
BR001742013,-17.3,-42.02,-0.07191751356189859
BR000560001,-5.29,-60.7,0.6828062544882998
BRM00082181,-2.0,-54.083,0.3409090909090909
BR027787140,-3.85,-40.93,-0.011164620484064506
BR048148680,-10.92,-37.67,2.9740417056310354E-4
BR001957002,-19.083,-57.5,0.05014045314198673
BR001238057,-12.98,-38.63,0.006112228714968439
BR038656320,-8.32,-37.38,-3.7733528494239663E-4
BR002040003,-20.19,-40.32,0.011743085402796484
BR001956005,-19.86,-56.98,0.011427830178562293
BR047097860,-10.37,-40.09,-0.004949302580260907
VE000009410,5.23,-66.17,0.0188251859749927
BR002954010,-29.67,-54.47,-5.0020281402184654E-5
BR001047001,-9.96,-47.67,0.02584354040966414
BR048901140,-14.55,-39.93,-0.08305751722964351
BR008250002,2.5,-50.95,0.07489285013542293
BR038889360,-9.48,-35.83,-0.14430050863572216
BR000242002,-2.89,-42.31,0.06487634633483216
ECM00084036,0.6,-77.817,0.06130262915977199
UY000002301,-33.53,-56.41,-0.1611620941273939
AR000087129,-27.767,-64.3,0.004640018700327257
COM00080022,10.442,-75.513,-0.014824056232724963
BR047848740,-14.4,-42.63,0.007043731386325164
BR028707250,-3.87,-39.88,-0.009036902432205758
BR047440740,-12.0,-42.63,-0.008297233473447008
BR001840012,-18.15,-40.14,0.01502407864860144
BR002955006,-29.46,-55.29,0.11810153256704982
BR001639008,-16.58,-39.55,0.014335007798816586
BR001546005,-15.8,-46.92,-0.0265434322811372
BR001646003,-16.53,-46.72,-0.012199422760322366
BR001150000,-11.92,-50.67,-0.08484074900003538
BR047690960,-13.02,-40.07,0.010489817702565811
BR037756020,-8.82,-42.5,-0.05251749465495886
BR002649060,-26.22,-49.08,0.042755407415371934
BR047499650,-12.47,-40.18,-0.0066416490361317655
BR001851004,-18.09,-51.5,0.014446808757887557
BR001255002,-12.52,-54.91,-0.033318941631561676
BR000668000,-6.44,-68.24,-0.11506014835312654
BR057056640,-15.3,-42.18,-0.018002765728604014
BR000555000,-5.18,-56.06,-0.01468753028981292
BR038982110,-9.63,-35.97,0.07825153466993257
BR000351002,-3.72,-51.57,0.07427011106831023
BR002347180,-23.7,-47.62,0.010118716043666653
BR037480180,-7.02,-40.92,-0.11216125794580126
BR001050000,-11.22,-50.67,-0.10835068493150683
BR048437520,-12.37,-38.25,0.09521654905216559
BR003050008,-30.05,-50.7,0.09618746010703588
BR001645017,-16.45,-45.77,-0.6048413052089523
BOM00026763,54.5,30.417,0.0021483957428391153
BR038345380,-6.77,-37.82,-0.012348693950277496
ARM00087938,-54.843,-68.296,-0.006157594505147268
BR028725940,-3.75,-38.53,-0.007040609165019675
BR002648014,-26.32,-48.85,0.008929152960649165
BR002552001,-25.77,-52.93,0.030028102968820535
ARM00087852,-46.517,-71.017,-0.015865907491523255
BR000839014,-8.18,-39.73,0.0019015543865862035
BR000838002,-8.24,-38.53,0.0015487185744965824
BR001849000,-18.94,-49.46,0.009877553532923408
BR001744006,-17.36,-44.95,-0.06977812710532225
BR038643190,-8.18,-37.92,0.012551779383129038
BR037445910,-7.25,-42.55,-0.03174341045097448
BR001946011,-19.93,-46.83,-0.03817833237633945
BR027659280,-3.47,-42.37,-0.05928218050382883
BR038672890,-8.13,-36.07,0.006056134149554315
BR002956008,-29.47,-56.68,0.0430915592970929
BR038584390,-7.73,-35.82,0.001583122555427498
BR027869120,-4.47,-41.95,-0.05683874394416383
BR003152013,-31.88,-52.81,-0.02711650364840288
BR047083080,-10.18,-40.84,-0.02012363043247013
BR038931590,-9.57,-38.22,-0.00988296688538429
BR037359190,-6.98,-42.42,-0.0012255466668222065
BR038776920,-8.82,-36.05,-0.009991888968997841
BR001345000,-13.73,-45.4,-0.028544535495321894
BR000637010,-6.46,-37.3,0.07022082453226566
BR002651049,-26.17,-51.23,0.00571350449785354
BR001249002,-12.0,-49.68,-0.6976280796828742
BR000950001,-9.23,-50.21,-0.27496086105675144
BR026797490,-3.88,-45.27,0.27611693064933424
BR002749046,-27.33,-49.33,0.07302531125205546
BR002856007,-28.95,-56.32,0.10534662867996207
BR038428440,-7.4,-38.78,-0.03465232854840736
BR001241025,-12.5,-41.57,-0.0880060506050605
BRM00083592,-19.8,-42.15,-0.017094017094017096
BRM00083836,-25.467,-50.633,0.05494505494505495
BR001839001,-18.56,-39.75,0.0027017929349954285
BR028918760,-4.93,-39.13,0.0017983456293315437
BR047967050,-14.88,-41.98,0.006184508280185261
BR002346101,-23.58,-46.04,0.019342076847447414
BR002143008,-21.43,-43.96,-9.861850934205468E-4
BR001847000,-18.72,-47.52,-0.02218062829466324
AR000087065,-24.167,-62.9,0.0
BR027794920,-3.72,-40.05,0.029103993075947455
BR002848000,-28.26,-49.01,9.714762603878532E-4
PE000084721,-15.383,-75.167,0.007713642441403177
BR002750003,-27.81,-50.33,-0.0029290120697452204
BR001650003,-16.61,-50.13,0.020329171554661747
BR038579610,-7.95,-36.2,0.013279272877723035
BR038225530,-6.28,-38.75,-0.01734158591288322
BR038618110,-8.4,-39.45,0.006505366779339381
BR008067001,0.37,-67.31,0.037332827982023954
BR001551000,-15.25,-51.16,-0.07322945319520663
BR038591360,-7.58,-35.33,-0.0038160469667319007
VE000002281,9.07,-69.8,8.998905177708158E-4
BR001346005,-13.63,-46.47,-0.0857278207955244
BR001744030,-18.0,-44.18,0.016842728149381953
BR002044017,-20.02,-44.5,0.11912637028652877
BR001555007,-15.37,-55.44,0.11986974066393034
BR000260007,-2.04,-60.03,-0.025519306954321967
BR001849012,-18.02,-49.37,0.09588505268624635
BR000245009,-2.59,-45.37,0.19679584408708886
BR036083850,-5.17,-45.58,0.1934342987988591
BR000248006,-2.42,-48.25,0.7749509650378856
BR048222970,-11.1,-38.52,-0.35485024359636813
BR048245750,-11.25,-37.63,0.11040231250494968
BOM00026706,54.38,21.3,9.464722398333481E-4
BOM00033036,51.95,29.167,0.0020114769445925894
BR038876060,-9.33,-36.48,0.0022274609778284576
BR038216180,-6.32,-39.42,7.112218071122184E-4
BR002853014,-28.73,-53.19,0.009064736314763457
BR038564980,-7.72,-36.52,3.340159452850068E-4
BR001743002,-17.31,-43.21,0.008543582360912573
BR002849009,-28.33,-49.62,0.02068178605058111
UY000001301,-31.4,-56.07,0.006597199443867195
BR047892530,-14.13,-40.25,-5.505261068096077E-4
UY000001444,-31.76,-55.69,-0.0040414650708768375
BR048915090,-14.78,-39.0,0.03864820983405434
BR001943042,-19.12,-43.84,-0.041341706969999906
BR002355000,-23.1,-55.24,-0.049007176835231134
BR001944023,-19.62,-44.05,0.153674980865337
BR037688450,-8.42,-40.78,-0.04546522048144371
BR047159310,-10.95,-42.35,0.02758662059698629
BR047394220,-11.72,-40.4,0.062183299996490846
BR000455002,-4.18,-55.43,-0.03854959932308001
BR001648000,-16.36,-48.09,0.03363221098411398
BR037196480,-5.82,-40.27,-0.006814708647623949
BR001439089,-14.87,-39.59,-0.03435044781413495
BR001341029,-13.81,-41.3,0.011573383084577116
BR037839220,-9.47,-43.4,0.1306483044037287
BR002849031,-28.05,-49.12,-0.018252084521369224
BR038971060,-9.58,-36.48,0.0982483422148894
BR001746004,-17.27,-46.2,-0.11903565821566797
BR000936112,-9.0,-36.05,0.1621767744978241
BR002146023,-21.7,-46.25,-0.4089239624511901
BR000563001,-5.78,-63.35,0.6613761947431303
BOM00033008,52.1167,23.6831,0.006265724163009693
VE000080413,10.25,-67.65,0.058229843556373145
BR038238220,-6.42,-38.4,-0.002584285898922113
COM00080094,7.127,-73.185,-0.006911418261340289
BR038268450,-6.42,-36.78,0.0059601873536299765
BR038243960,-6.18,-37.53,-0.02090495308328799
BR038457030,-7.38,-37.5,-1.747188452510251E-4
ARM00087532,-35.696,-63.758,0.031019917582417584
VE000001931,10.05,-71.22,0.007621881219500994
BR002344007,-23.22,-44.76,-0.03049357937605955
BR002750014,-27.1,-50.03,0.0016325817796406011
BR002144009,-21.17,-44.14,3.94172232792834E-4
BR001840013,-18.37,-40.84,0.009636433736025896
BR002652003,-26.42,-52.35,0.09562201298480573
BR002047037,-20.01,-47.02,0.025491784051099246
BR002043017,-20.77,-43.57,0.006938840459388408
BR001247002,-12.42,-47.19,-0.09463587361929109
BR047662050,-13.12,-41.98,0.03688765562933229
UY000001001,-30.12,-57.08,0.05817423460612314
BR037669610,-8.45,-41.7,-0.08239301681924632
BR037651470,-8.05,-42.27,-0.054623565246947475
BR001639004,-16.37,-39.8,-0.022979544102258977
BR002048092,-20.44,-48.74,0.06306044430350756
BR000062001,-0.3,-62.76,0.023689614915935967
BR048913320,-14.67,-39.35,0.038579423117480596
BR003252003,-32.43,-52.6,0.14390742716720015
UY000001312,-31.48,-54.96,0.13876262626262625
BR026697110,-3.35,-45.45,0.7359620604759801
BR002348034,-23.59,-48.49,0.0054683026974153386
BR038958480,-9.92,-37.27,-0.0010991256750455564
BR002447046,-24.32,-47.62,-0.0021330967731284195
BR001344017,-13.4,-44.2,-0.0028092324884786165
ARM00087244,-29.9,-63.683,0.015259304872966685
BR028919690,-4.98,-39.17,0.0024587898915807522
BR038719830,-8.98,-39.1,-0.004749978203085928
BR002242022,-22.29,-42.66,0.0066332871362043975
VE000001869,10.25,-63.93,0.008147362873308785
UY000001572,-32.13,-54.9,0.009216623712422033
UY000001220,-31.2,-55.77,0.010554615446991388
BR001647001,-16.54,-47.8,2.7497412008283185E-4
BR002953030,-29.09,-53.82,0.07215378351956801
BR037885520,-9.28,-40.75,-0.018634184953422596
BR038385260,-6.78,-35.88,0.0012491008098512565
BR038375520,-6.77,-36.25,0.007924217930173857
BR027919550,-4.97,-44.23,0.043797564687975646
BR003252024,-32.017,-52.083,0.014616384211381228
BR001840021,-18.69,-40.88,-0.022828867039393366
BR008067002,0.17,-67.95,0.11498961537152003
BR000250001,-1.99,-50.37,0.12019511239815306
BR001848048,-18.15,-48.57,0.07225683106676864
BR001845000,-18.82,-45.2,-0.11421457072468466
BR001653005,-16.67,-53.12,-0.07709061449671256
UY000002384,-33.71,-57.51,0.10183272115090297
BOM00026863,53.95,30.067,7.279578015198991E-4
ARM00087506,-35.494,-69.574,-0.011389759665621736
BR037695520,-8.27,-40.25,-0.005346743074002371
BR002144003,-21.99,-44.94,0.0018662622545972856
BR002041020,-20.37,-41.06,0.014905298720922269
UY000001751,-32.4,-54.35,0.0036109024516365203
VE000004667,7.42,-65.18,0.005847543082740336
BR038283840,-6.15,-35.58,0.014917313013737136
BR038046850,-5.32,-37.58,0.008725883011171873
BR038743280,-8.67,-37.87,0.009775324933156979
BR001742001,-17.15,-42.7,9.692948217538411E-4
BR038313520,-6.67,-39.25,-0.021197682603281177
BR037888580,-9.42,-40.72,-0.012503123046576895
BR038041760,-5.08,-37.63,-0.020292949060072344
BR037005970,-5.25,-44.52,0.05432355035815742
BR048057540,-10.35,-37.23,-0.022298319212846324
BR002551001,-25.68,-51.2,0.02328767123287673
BR001442031,-14.76,-42.66,0.0774224176484564
BR000344012,-3.57,-44.58,0.05893638040042151
BR001852001,-18.41,-52.53,0.04191262072705107
ARM00087643,-36.883,-60.217,-0.002837977296181632
BR038697310,-8.35,-35.35,-0.1454376196788923
BR001049001,-10.44,-48.89,0.003793898383876317
BR000052001,-0.13,-52.93,0.4276174168297455
ARM00087548,-34.546,-60.931,0.006468225053663918
BR002043014,-20.67,-43.09,-0.003269889784199315
BR027698470,-3.4,-40.27,0.0035301492172211354
BR038586530,-7.83,-35.75,0.009406451080679756
BR002143017,-21.35,-43.25,5.865918256406377E-4
VE000005484,6.167,-67.5,0.019025608478892855
BR047742140,-13.6,-42.93,0.013149593520829188
BR047530810,-12.5,-43.1,-0.006732398597085436
BR002145018,-21.62,-45.4,0.0036725418434378674
BR027879690,-4.48,-41.17,-0.008792597118981872
BR001551002,-15.89,-51.85,-0.0014751366205866111
BR048047610,-10.35,-37.7,-0.023023930816405563
BR002145010,-21.52,-45.52,0.0015068633659684903
BR037267780,-6.37,-41.62,-0.04880475391196057
BR037336020,-6.82,-43.5,-0.004227131937338147
BR002649057,-26.19,-49.27,-0.007522831050228292
BR000771000,-7.05,-71.68,-0.043856052036199134
BR003152006,-31.67,-52.22,-0.03787342422292008
BR001854005,-18.5,-54.93,-0.09711484054823641
BR001552006,-15.04,-52.24,-0.004566210045662069
BR001444006,-14.8,-44.43,-0.9270802490591622
BRM00083309,-14.4,-56.45,0.859313725490196
AR000087692,-37.933,-57.583,-0.004993386243386243
BR000838000,-8.54,-38.19,0.0013233685993623116
BOM00026566,55.833,29.983,0.0016064032677088496
BRM00083208,-12.694,-60.098,-0.020420347626229976
